CUT TREE,VICTIM,Category Damage
T0509400835,T0409375817,1
T0509403853,T0509424872,2
T0509403853,T0509421872,2
T0509403853,T0509426879,1
T0509403853,T0509418870,1
T0509403853,T0509421871,2
T0509403853,T0509430883,1
T0509416850,T0409396875,2
T0509416850,T0409399874,2
T0509416850,T0409397876,2
T0509416850,T0409393877,2
T0509416850,T0409399872,2
T0509416850,T0509451823,1
T0509416850,T0509435835,1
T0509416850,T0509400873,2
T0509416850,T0509446826,1
T0509441897,T0509432870,2
T0509441897,T0509434865,2
T0509441897,T0509431864,2
T0509413837,T0509411860,2
T0509413837,T0509405862,2
T0509413837,T0509410864,2
T0509496833,T0509466832,2
T0509496833,T0509498801,1
T0509427860,T0509412881,2
T0509427860,T0509411881,2
T0509427860,T0509413880,2
T0509427860,T0509445845,1
T0509427860,T0509446844,1
T0509454857,T0509478870,2
T0509454857,T0509477868,2
T0509454857,T0509472872,2
T0509471874,T0509441881,2
T0509471874,T0509436883,2
T0509471874,T0509439884,2
T0509471874,T0509433877,2
T0509471874,T0509434877,2
T0509471874,T0509433878,2
T0509471874,T0509474858,1
T0509471874,T0509435884,2
T0509467806,T0508472773,1
T0509467806,T0509433815,2
T0509467806,T0509434813,2
T0509426815,T0508453793,2
T0509426815,T0508450798,2
T0509426815,T0508448797,2
T0509426815,T0509412831,1
T0509469815,T0508445779,1
T0509469815,T0508441797,2
T0509469815,T0508444793,2
T0509483836,T0509473856,2
T0509483836,T0509474862,2
T0509483836,T0509472859,2
T0509414848,T0409390821,1
T0509414848,T0409393824,1
T0509414848,T0409392823,1
T0509414848,T0409389826,2
T0509414848,T0409395827,1
T0509497805,T0608523791,2
T0509497805,T0608522788,2
T0509497805,T0608526796,2
T0509497805,T0608527796,2
T0509497805,T0608521791,2
T0509497805,T0608523790,2
T0509480845,T0609508846,2
T0509480845,T0609508846,2
T0509418809,T0409397804,1
T0509418809,T0409385801,1
T0509418809,T0409387802,1
T0509418809,T0508411773,2
T0509418809,T0508413775,2
T0509442856,T0509446820,1
T0509406804,T0409369808,2
T0509406804,T0508411768,1
T0509406804,T0508410768,1
T0509406804,T0508410769,1
T0509410871,T0409389877,1
T0509410871,T0409392876,1
T0509410871,T0509418839,2
T0510471911,T0510489927,2
T0510446917,T0510473928,2
T0510446917,T0510471926,2
T0510446917,T0510469923,2
T0510446917,T0510467925,2
T0510439971,T0510457995,2
T0510439971,T0510457997,2
T0510428939,T0410399948,2
T0510428939,T0410394951,2
T0510428939,T0410397953,2
T0510428939,T0410395955,2
T0510428939,T0510400950,2
T0510428939,T0510438914,1
T0510428939,T0510441908,1
T0510428939,T0510433926,1
T0510428939,T0510441908,1
T0510443900,T0509473892,2
T0510443900,T0509469891,2
T0510443900,T0509472892,2
T0510443900,T0509474891,2
T0510443900,T0509474890,2
T0510443900,T0509469886,2
T0510443900,T0509470887,2
T0510443900,T0509469887,2
T0510443900,T0509470895,2
T0510443900,T0509475892,2
T0510430974,T0510414994,2
T0510430974,T0510444965,1
T0510430974,T0510455958,1
T0510430974,T0510417999,2
T0510487973,T0510468989,2
T0510487973,T0510466983,2
T0510487973,T0510468986,2
T0510487973,T0510466982,2
T0510487973,T0610500950,1
T0510487973,T0610503946,1
T0510487973,T0610504944,1
T0510487973,T0610504943,1
T0510402923,T0510406942,1
T0510402923,T0510430931,2
T0510402923,T0510436931,2
T0510402923,T0510436929,2
T0510422919,T0509426884,2
T0510422919,T0509431890,2
T0510422919,T0509424892,2
T0510422919,T0509426890,2
T0510499918,T0510468933,2
T0510499918,T0510465930,2
T0510499918,T0510463927,2
T0510499918,T0510469929,2
T0510499918,T0510465933,2
T0510466947,T0510453920,1
T0510466947,T0510435935,2
T0510466947,T0510439933,2
T0510466947,T0510437929,2
T0510466947,T0510440932,2
T0510466947,T0510435937,2
T0510466947,T0510434934,2
T0510413926,T0510405961,2
T0510413926,T0510407962,2
T0510413926,T0510401958,2
T0510413926,T0510402963,2
T0510484902,T0509492879,2
T0510484902,T0509497876,2
T0510484902,T0509496877,2
T0510484902,T0509493875,2
T0510484902,T0510462912,1
T0510440987,T0510465977,2
T0510440987,T0510463975,2
T0510440987,T0510470979,2
T0510440987,T0510468975,2
T0510440987,T0510462978,2
T0510440987,T0510470981,2
T0510440987,T0510463978,2
T0510440987,T0510467981,2
T0510494980,T0510471988,2
T0510494980,T0510466993,2
T0510478999,T0510454980,2
T0510478999,T0510459970,1
T0510478999,T0510453987,2
T0510478999,T0510456979,2
T0510478999,T0510459981,2
T0510478999,T0510462975,1
T0510478999,T0510451982,2
T0510460939,T0510432950,2
T0510460939,T0510427948,2
T0510477901,T0510497917,1
T0510477901,T0510495932,2
T0510477901,T0510498932,2
T0510477901,T0510497917,1
T0510477901,T0510499932,2
T0510477901,T0610501929,2
T0510477901,T0610500927,2
T0510477901,T0610501926,2
T0510423943,T0410396963,2
T0510423943,T0410397961,2
T0510423943,T0510444911,1
T0510423943,T0510443912,1
T0510449966,T0510481969,2
T0510449966,T0510479972,2
T0510449966,T0510479974,2
T0510449966,T0510481973,2
T0510449966,T0510474973,2
T0510449966,T0510475967,2
T0510444904,T0509456878,2
T0510444904,T0509454877,2
T0510444904,T0509455882,2
T0510444904,T0509456881,2
T0510444904,T0510427909,1
T0510435910,T0509408887,2
T0510460922,T0509487891,1
T0510460922,T0510435944,2
T0510460922,T0510437946,2
T0510460922,T0510435947,2
T0510492908,T0509464895,1
T0510492908,T0509480880,2
T0601590006,T0601586005,1
T0601540009,T0601512013,2
T0601545072,T0601516060,2
T0601545072,T0601513058,2
T0601545072,T0601519057,2
T0601545072,T0601516055,2
T0601545072,T0601514062,2
T0601545072,T0601516059,2
T0601545072,T0601511056,2
T0601503097,T0602519115,1
T0601503097,T0602528114,2
T0601503097,T0602526121,2
T0601503097,T0602528118,2
T0601503097,T0602525121,1
T0601512072,T0601539078,2
T0601512072,T0601537083,2
T0601512072,T0601517088,1
T0601512072,T0601540079,2
T0601551011,T0601546043,1
T0601551011,T0601576009,2
T0601551011,T0601576010,2
T0601551011,T0601582005,2
T0601599049,T0601593062,1
T0601599049,T0701625034,2
T0601599049,T0701632034,2
T0601599049,T0701626039,2
T0601599049,T0701630036,2
T0601599049,T0701631036,2
T0601599049,T0701629037,2
T0601529075,T0602531114,2
T0601529075,T0602530113,2
T0601529075,T0602535109,2
T0601529075,T0602530111,2
T0601529075,T0602536107,2
T0601529075,T0602531111,2
T0601564025,T0601536046,2
T0601564025,T0601536039,2
T0601564025,T0601538044,2
T0601594022,T0601574012,1
T0601578072,T0701602061,2
T0601578072,T0701601063,2
T0601578072,T0701608066,2
T0601578072,T0701606066,2
T0601506095,T0502488115,2
T0601506095,T0502485108,2
T0601506095,T0502482113,2
T0601506095,T0502487109,2
T0601506095,T0601524073,1
T0601557098,T0601566096,1
T0601557098,T0602556124,2
T0601557098,T0602553120,2
T0601557098,T0602552128,2
T0601547079,T0601514096,2
T0601547079,T0601518093,2
T0601547079,T0601515098,2
T0601547079,T0601565047,1
T0601565008,T0601545033,2
T0601565008,T0601542035,2
T0601565008,T0601544034,2
T0601565008,T0601544033,2
T0601527039,T0601524074,2
T0601527039,T0601525068,2
T0601527039,T0601537038,1
T0601527039,T0601527073,2
T0601527039,T0601527071,2
T0601566086,T0602578111,2
T0601566086,T0602583116,2
T0601566086,T0602580112,2
T0601566086,T0602582114,2
T0601566086,T0602580112,2
T0601509074,T0601540073,2
T0601509074,T0601540071,2
T0601509074,T0601535072,2
T0601509074,T0602508104,1
T0601539092,T0601565083,1
T0601539092,T0601553087,1
T0601539092,T0602533118,2
T0601536068,T0601555089,1
T0601536068,T0601544077,1
T0601536068,T0601547080,1
T0601536068,T0601563098,1
T0601587071,T0601559044,1
T0601587071,T0601571050,2
T0601587071,T0601570049,2
T0601587071,T0601568054,2
T0601587071,T0601571049,2
T0601552078,T0601578098,2
T0601552078,T0601579097,2
T0601552078,T0601571099,1
T0601552078,T0601572097,2
T0601552078,T0602576105,1
T0601552078,T0602576103,2
T0601552078,T0602576101,2
T0601513078,T0502492106,2
T0601513078,T0502496102,2
T0601513078,T0601537058,1
T0601513078,T0601542053,1
T0601513078,T0601537058,1
T0601541040,T0601526010,2
T0601541040,T0601526013,2
T0601541040,T0601528008,2
T0601541040,T0601525033,1
T0602513187,T0502490199,2
T0602513187,T0502488197,2
T0602501141,T0502499110,1
T0602501141,T0602500124,1
T0602531100,T0601550070,2
T0602531100,T0601548072,2
T0602531100,T0601552076,2
T0602531100,T0601553075,2
T0602531100,T0601552069,2
T0602505119,T0501485090,1
T0602505119,T0502482108,2
T0602505119,T0502484103,2
T0602505119,T0502484107,2
T0602505119,T0502481106,2
T0602505119,T0502480106,2
T0602505119,T0502486103,2
T0602575166,T0602546179,2
T0602575166,T0602549178,2
T0602575166,T0602547182,2
T0602575166,T0602550177,2
T0602575166,T0602553179,2
T0602559129,T0601555099,2
T0602559129,T0602547126,1
T0602559129,T0602554100,2
T0602559129,T0602550102,2
T0602556182,T0602530190,2
T0602556182,T0602529190,2
T0602556182,T0602529192,2
T0602544151,T0602539169,1
T0602544151,T0602580144,2
T0602544151,T0602572142,2
T0602544151,T0602575140,2
T0602544151,T0602536182,1
T0602544151,T0602577144,2
T0602544151,T0602572142,2
T0602548132,T0602517141,2
T0602548132,T0602520142,2
T0602548132,T0602521140,2
T0602548132,T0602520145,2
T0602548132,T0602557107,1
T0602548132,T0602556110,1
T0602552110,T0602578135,2
T0602552110,T0602578134,2
T0602552110,T0602564125,1
T0602552110,T0602579133,2
T0602552110,T0602576131,2
T0602552110,T0602579126,2
T0602552110,T0602576130,2
T0602552110,T0602578133,2
T0602541119,T0602513119,2
T0602541119,T0602513125,2
T0602554194,T0602548170,2
T0602554194,T0602542169,2
T0602554194,T0602541166,2
T0602554194,T0602548167,2
T0602554194,T0602548169,2
T0602554194,T0602529185,1
T0602554194,T0602546173,2
T0602554194,T0602541167,2
T0602554194,T0602542171,2
T0602503181,T0503491208,1
T0602503181,T0602528167,2
T0602503181,T0602530165,2
T0602503181,T0602532165,2
T0602552156,T0602535120,1
T0602552156,T0602536122,1
T0602552156,T0602538126,1
T0602552156,T0602540132,1
T0602552156,T0602522137,2
T0602576115,T0601548097,2
T0602576115,T0602566100,1
T0602576115,T0602574112,1
T0602576115,T0602546100,2
T0602541141,T0602544145,1
T0602541141,T0602567157,2
T0602541141,T0602558165,1
T0602541141,T0602569159,2
T0602541141,T0602549152,1
T0602541141,T0602561169,1
T0602541141,T0602571160,2
T0602547187,T0602518181,2
T0602547187,T0602512183,2
T0602547187,T0602545161,1
T0602518153,T0502488145,2
T0602518153,T0502491148,2
T0602518153,T0502491149,2
T0602518153,T0502487150,2
T0602590192,T0602590164,2
T0602590192,T0602585162,2
T0602590192,T0602579191,1
T0602590192,T0602569190,1
T0602590192,T0602584168,2
T0602573160,T0602540196,1
T0602573160,T0602546189,1
T0602573160,T0602599135,2
T0602573160,T0602557178,1
T0602573160,T0602596136,2
T0602573160,T0602549187,1
T0602561147,T0602589160,2
T0602561147,T0602568165,1
T0602561147,T0602595164,2
T0602582142,T0702618128,2
T0602582142,T0702616133,2
T0602582142,T0702616125,2
T0602582142,T0702618132,2
T0602582142,T0702611127,2
T0602582142,T0702615129,2
T0602582142,T0702614129,2
T0602582142,T0702617127,2
T0603564244,T0603591226,2
T0603564244,T0603543272,1
T0603564244,T0603588228,2
T0603564244,T0603589225,2
T0603564244,T0603591228,2
T0603564244,T0603589230,2
T0603564244,T0603588226,2
T0603534244,T0603550225,2
T0603534244,T0603549221,2
T0603534244,T0603551220,2
T0603534244,T0603551218,2
T0603534244,T0603550224,2
T0603534244,T0603554219,2
T0603532275,T0503499267,2
T0603532275,T0603530262,1
T0603534208,T0603562209,1
T0603534208,T0603539239,2
T0603540280,T0603546253,2
T0603540280,T0603511287,1
T0603540280,T0603545253,2
T0603540280,T0603542252,2
T0603505275,T0603530292,2
T0603505275,T0603523298,2
T0603505275,T0603526294,2
T0603505275,T0603530293,2
T0603505275,T0603526296,2
T0603505275,T0603525297,1
T0603505275,T0603525293,2
T0603505275,T0603524296,1
T0603505275,T0604534306,1
T0603505275,T0604532304,1
T0603571203,T0602598195,2
T0603571203,T0602598196,2
T0603571203,T0603564225,1
T0603571203,T0603566219,1
T0603579237,T0603598253,2
T0603579237,T0703600254,2
T0603503241,T0603522217,2
T0603503241,T0603524215,2
T0603503241,T0603526211,2
T0603503241,T0603520215,2
T0603502288,T0504499325,2
T0603502288,T0604502319,2
T0603502288,T0604502324,2
T0603519257,T0603548279,1
T0603519257,T0603541283,2
T0603519257,T0603538284,2
T0603519257,T0603542279,2
T0603551278,T0603541299,2
T0603551278,T0603579268,1
T0603503277,T0603530272,2
T0603503277,T0603531264,2
T0603503277,T0603533270,2
T0603503277,T0603534270,2
T0603503277,T0603529270,2
T0603534212,T0602512193,2
T0603534212,T0602511196,2
T0603534212,T0602510193,2
T0603534212,T0602508196,2
T0603534212,T0602506197,2
T0603534212,T0602514194,2
T0603593287,T0703623277,2
T0603593287,T0703626270,2
T0603593287,T0703625277,2
T0603593287,T0703622273,2
T0603593287,T0703623274,2
T0603596224,T0703602251,2
T0603596224,T0703613227,1
T0603596224,T0703604257,2
T0603596224,T0703605252,2
T0603509296,T0504483332,1
T0603509296,T0603535276,2
T0603509296,T0603538275,2
T0603509296,T0603534274,2
T0603509296,T0604501307,1
T0603514229,T0503485223,2
T0603514229,T0503477221,2
T0603514229,T0503486220,2
T0603514229,T0503481222,2
T0603514229,T0603512221,1
T0603578202,T0603575232,2
T0603578202,T0603576227,2
T0603578202,T0603577235,2
T0603578202,T0603576227,2
T0603578202,T0603576226,2
T0603578202,T0603580230,2
T0603578202,T0603572234,2
T0603578202,T0702611199,1
T0603525218,T0603516250,2
T0603525218,T0603544213,1
T0603509280,T0503485277,1
T0603509280,T0603504254,2
T0603509280,T0603504252,2
T0603509280,T0603503248,2
T0603587299,T0603584263,2
T0603587299,T0603582265,2
T0603587299,T0603578267,2
T0603587299,T0603579261,2
T0603585257,T0603554264,2
T0603585257,T0603554273,2
T0603585257,T0603554270,2
T0603585257,T0603591241,1
T0603585257,T0603598224,1
T0603585257,T0603557265,2
T0603508256,T0603530285,1
T0603508256,T0603518269,1
T0603508256,T0603535293,1
T0603508256,T0603530275,2
T0603508256,T0603532289,1
T0604593340,T0604596355,1
T0604593340,T0704615344,2
T0604593340,T0704621347,2
T0604593340,T0704620347,2
T0604593340,T0704620346,2
T0604593340,T0704620345,2
T0604593340,T0704616348,2
T0604525321,T0604508346,2
T0604525321,T0604507346,2
T0604525321,T0604531316,1
T0604525321,T0604503345,2
T0604525321,T0604506347,2
T0604525321,T0604504343,2
T0604557344,T0604529343,2
T0604557344,T0604526339,2
T0604540338,T0604536306,2
T0604540338,T0604542309,2
T0604547390,T0604565380,1
T0604547390,T0605535411,2
T0604547390,T0605533412,2
T0604547390,T0605536418,2
T0604586397,T0604559398,2
T0604586397,T0604557395,2
T0604586397,T0604585368,1
T0604504353,T0504486329,2
T0604504353,T0504486331,2
T0604504353,T0504490329,2
T0604504353,T0504493328,2
T0604504353,T0504489331,2
T0604550328,T0604562352,1
T0604550328,T0604576346,2
T0604550328,T0604581344,2
T0604550328,T0604581341,2
T0604509325,T0503484294,2
T0604509325,T0504491300,2
T0604531370,T0604507349,1
T0604578397,T0604573395,1
T0604578397,T0604558389,1
T0604578397,T0604565367,2
T0604578397,T0604569373,2
T0604570391,T0604599393,1
T0604570391,T0605572419,2
T0604570391,T0605575421,2
T0604570391,T0605571422,2
T0604570391,T0605567417,2
T0604570391,T0605572418,2
T0604542363,T0604567347,2
T0604516300,T0504487319,2
T0604516300,T0504485317,2
T0604516300,T0603520292,1
T0604555390,T0604551356,2
T0604555390,T0604549358,2
T0604555390,T0604554357,2
T0604500305,T0604516334,2
T0604500305,T0604514329,2
T0604500305,T0604531322,1
T0604517395,T0504488372,2
T0604517395,T0504482358,1
T0604517395,T0504493368,2
T0604533303,T0603547275,2
T0604533303,T0603546280,2
T0604545323,T0604565309,2
T0604545323,T0604541328,1
T0604545323,T0604569308,2
T0604545323,T0604538332,1
T0604552364,T0604562392,2
T0604552364,T0604566395,2
T0604552364,T0604562392,2
T0604552364,T0604581380,1
T0604546309,T0604583308,2
T0604546309,T0604581310,2
T0604546309,T0604575312,2
T0604537361,T0604571357,2
T0604537361,T0604565355,2
T0604537361,T0604572356,2
T0604537361,T0604567356,2
T0604537361,T0604533382,1
T0604500357,T0504492324,2
T0604500357,T0504495326,2
T0604500357,T0504496329,2
T0604500357,T0504495356,1
T0604500357,T0504494327,2
T0604500357,T0504477352,1
T0604500357,T0504495326,2
T0604500357,T0504496326,2
T0605536437,T0605561447,2
T0605536437,T0605566448,2
T0605536437,T0605567447,2
T0605546404,T0604572389,2
T0605546404,T0604565383,2
T0605531484,T0605566488,2
T0605531484,T0605566489,2
T0605531484,T0605569487,2
T0605531484,T0605564482,2
T0605531484,T0606532521,1
T0605531484,T0606532520,1
T0605509480,T0606510508,2
T0605509480,T0606510509,2
T0605590444,T0605583474,1
T0605590444,T0705617440,2
T0605590444,T0705616438,2
T0605590444,T0705620436,2
T0605590444,T0705617440,2
T0605590444,T0705615439,2
T0605590444,T0705620436,2
T0605590444,T0705619435,2
T0605581492,T0605596468,1
T0605581492,T0605597467,1
T0605581492,T0606557504,2
T0605581492,T0606557506,2
T0605581492,T0606558511,2
T0605593493,T0606595514,1
T0605593493,T0705622494,2
T0605550442,T0605578446,2
T0605550442,T0605555473,1
T0605550442,T0605554466,1
T0605550442,T0605583445,2
T0605517477,T0606517511,2
T0605517477,T0606517508,2
T0605517477,T0606515508,2
T0605517477,T0606511504,2
T0605519487,T0505494463,2
T0605519487,T0505496466,2
T0605519487,T0505498466,2
T0605519487,T0505498467,2
T0605519487,T0505493463,2
T0605519487,T0505491468,2
T0605519487,T0505495469,2
T0605519487,T0605502468,1
T0605550462,T0605530452,1
T0605550462,T0605533431,2
T0605550462,T0605532429,2
T0605542408,T0604523386,2
T0605542408,T0605537403,1
T0605594481,T0605576495,2
T0605594481,T0605572496,2
T0605594481,T0605572495,2
T0605594481,T0605572497,2
T0605594481,T0606577500,2
T0605580438,T0605564410,2
T0605580438,T0605566410,2
T0605580438,T0605548424,1
T0605580438,T0605568414,2
T0605580438,T0605560429,1
T0605580438,T0605566408,2
T0605592401,T0605582408,1
T0605592401,T0605559424,1
T0605592401,T0704607378,2
T0605592401,T0704609377,2
T0605559459,T0605527469,2
T0605559459,T0605568435,1
T0605559459,T0605528466,2
T0605585481,T0705616462,2
T0605585481,T0705615464,2
T0605585481,T0705614462,2
T0605585481,T0705611465,2
T0605585481,T0705618464,2
T0605598412,T0605567422,2
T0605598412,T0605566420,2
T0605598412,T0605562423,2
T0605598470,T0605577480,1
T0605598470,T0705614445,2
T0605598470,T0705609446,2
T0605592447,T0605570459,2
T0605592447,T0605566460,2
T0605592447,T0605569459,2
T0605592447,T0605564454,2
T0605513421,T0505494444,2
T0605513421,T0605501443,2
T0605513421,T0605536404,1
T0605542439,T0605558413,2
T0605585476,T0606581505,1
T0605585476,T0705622472,2
T0605585476,T0705618471,2
T0605585476,T0705622470,2
T0605585476,T0705619472,2
T0605585490,T0605550455,1
T0605585490,T0605552458,1
T0605585490,T0605577482,1
T0605585490,T0605561470,2
T0605585490,T0605557468,2
T0605585490,T0605573478,1
T0605585490,T0605561466,1
T0605585490,T0605558468,2
T0605515468,T0505483468,2
T0605515468,T0505481471,2
T0605515468,T0505478470,2
T0605515468,T0605514435,1
T0606546542,T0606572539,1
T0606546542,T0606546568,2
T0606546542,T0606545570,2
T0606546542,T0606540573,2
T0606579506,T0606557536,1
T0606579506,T0606569519,1
T0606579506,T0705601494,2
T0606579506,T0705604488,2
T0606579506,T0705600490,2
T0606579506,T0705601492,2
T0606571531,T0605590498,2
T0606571531,T0606589503,2
T0606571531,T0606590503,2
T0606571531,T0606552542,1
T0606589548,T0606573528,1
T0606589548,T0606565519,1
T0606589548,T0606565526,2
T0606589548,T0606562524,2
T0606589548,T0606559525,2
T0606589548,T0606560512,1
T0606589548,T0606565526,2
T0606584544,T0706602526,2
T0606584544,T0706603528,2
T0606584544,T0706604526,2
T0606580575,T0606576546,2
T0606580575,T0606582548,2
T0606578560,T0606599577,2
T0606578560,T0606599575,2
T0606578560,T0606582566,1
T0606578560,T0606598577,2
T0606578560,T0606598589,1
T0606578560,T0606598577,2
T0606578560,T0706601594,1
T0606578560,T0706603581,2
T0606522582,T0606552560,2
T0606522582,T0606556563,2
T0606522582,T0606552560,2
T0606522582,T0607512600,1
T0606523526,T0606509551,2
T0606523526,T0606502551,2
T0606523526,T0606505548,2
T0606531556,T0506495558,2
T0606531556,T0506499550,2
T0606531556,T0506499556,2
T0606531556,T0506498552,2
T0606531556,T0606529523,1
T0606531556,T0606529524,1
T0606592554,T0606563574,2
T0606592554,T0606568578,2
T0606592554,T0606570576,2
T0606592554,T0706604540,1
T0606592554,T0706620521,1
T0606549550,T0606522541,1
T0606549550,T0606536520,2
T0606549550,T0606538546,1
T0606549550,T0606539521,2
T0606526556,T0606545536,2
T0606526556,T0606547539,2
T0606526556,T0606521562,1
T0606526556,T0606547535,2
T0606526556,T0606550540,2
T0606566509,T0605547485,2
T0606529589,T0606520564,2
T0606529589,T0606522587,1
T0606529589,T0606525566,2
T0606529589,T0606517586,1
T0606529589,T0606521561,2
T0606529589,T0606522559,2
T0606529589,T0606520568,2
T0606529589,T0606523564,2
T0606529589,T0606520568,2
T0606529589,T0606510584,1
T0606529589,T0606522564,2
T0606573547,T0606542534,2
T0606573547,T0606565516,1
T0606573547,T0606570535,1
T0606515503,T0506495528,2
T0606515503,T0506494527,2
T0606515503,T0506494520,2
T0606515503,T0605543472,1
T0606515503,T0605546469,1
T0606515503,T0605539477,1
T0606558571,T0606540594,2
T0606558571,T0606539595,2
T0606558571,T0606539595,2
T0606558571,T0606537596,2
T0606558571,T0607540600,2
T0606558571,T0607539602,2
T0606558571,T0607542601,2
T0606507540,T0506481539,2
T0606507540,T0506481539,2
T0606524504,T0605552489,2
T0606524504,T0606503536,1
T0606555588,T0606540562,2
T0606555588,T0606541560,2
T0606555588,T0606540566,2
T0606555588,T0606551586,1
T0606555588,T0606531576,1
T0606555588,T0606540565,2
T0606555588,T0606542557,2
T0606555588,T0606542562,2
T0606516562,T0606545565,2
T0606516562,T0606545565,2
T0606589586,T0607566625,1
T0606589586,T0706621569,2
T0606589586,T0706616565,2
T0606589586,T0706617570,2
T0606589586,T0706618566,2
T0606507547,T0506475585,1
T0606507547,T0506483575,1
T0606507547,T0506494563,1
T0606507547,T0506478582,1
T0606507547,T0606533522,2
T0606507547,T0606533523,2
T0606507547,T0606537528,2
T0606507547,T0606531522,2
T0606593513,T0606597540,2
T0606593513,T0606596540,2
T0606593513,T0606598546,2
T0606593513,T0706602543,2
T0606593513,T0706600545,2
T0606593513,T0706612517,1
T0606593513,T0706600539,2
T0606571509,T0605565473,2
T0606571509,T0605571472,2
T0606571509,T0605573477,2
T0606571509,T0605567479,2
T0606571509,T0605567476,2
T0606571509,T0606535507,1
T0606571509,T0606534507,1
T0607532670,T0607534641,2
T0607532670,T0607535643,2
T0607586642,T0607558647,2
T0607586642,T0607593610,1
T0607586642,T0607563647,2
T0607586642,T0607558647,2
T0607586642,T0607555648,2
T0607578634,T0607557660,2
T0607578634,T0607555661,2
T0607578634,T0607557660,2
T0607578634,T0607559664,2
T0607578634,T0607559660,2
T0607578634,T0607553663,2
T0607578634,T0607558665,2
T0607578634,T0607557659,2
T0607582644,T0607593630,1
T0607567627,T0607589620,2
T0607536649,T0607567654,2
T0607536649,T0607561658,2
T0607536649,T0607558653,2
T0607536649,T0607563653,2
T0607536649,T0607567655,2
T0607534626,T0607506639,1
T0607534626,T0607546602,2
T0607534626,T0607543602,2
T0607599660,T0607586673,1
T0607599660,T0607580680,1
T0607599660,T0607565694,1
T0607599660,T0607592667,1
T0607599660,T0607571688,1
T0607599660,T0607569690,1
T0607599660,T0707623638,2
T0607599660,T0707626635,2
T0607590632,T0707610657,2
T0607590632,T0707614655,2
T0607590632,T0707616662,2
T0607590632,T0707613657,2
T0607590632,T0707621658,1
T0607590632,T0707613664,2
T0607590632,T0707626661,1
T0607590632,T0707611656,2
T0607565647,T0607580675,2
T0607565647,T0607586658,1
T0607565647,T0607583675,2
T0607500683,T0508466711,1
T0607500683,T0508464713,1
T0607500683,T0607524661,2
T0607500683,T0607520662,2
T0607578617,T0707602607,2
T0607508640,T0607535633,2
T0607508640,T0607538634,2
T0607533674,T0607547652,2
T0607533674,T0607541651,2
T0607533674,T0607549649,2
T0607533674,T0607544646,2
T0607533674,T0607547653,2
T0607512635,T0507484639,2
T0607512635,T0507484634,2
T0607512635,T0507483642,2
T0607512635,T0607516603,1
T0607580651,T0607574668,1
T0607580651,T0607570680,1
T0607580651,T0707607641,2
T0607580651,T0707612638,2
T0607580651,T0707615641,2
T0607580651,T0707609641,2
T0607580651,T0707612637,2
T0607580651,T0707610641,2
T0607592669,T0707616696,2
T0607592669,T0707612696,2
T0607592669,T0707616693,2
T0607592669,T0707612694,2
T0607592669,T0707612697,2
T0607531691,T0608505706,2
T0607531691,T0608505710,2
T0607531691,T0608508706,2
T0607531691,T0608507707,2
T0607565689,T0607534678,2
T0607565689,T0607533673,2
T0607565689,T0607530681,2
T0607565689,T0607563683,1
T0607565689,T0607534674,2
T0607565689,T0607533676,2
T0607565689,T0607533678,2
T0607565689,T0607535678,2
T0607527625,T0507493631,2
T0607527625,T0507494632,2
T0607527625,T0606533591,1
T0607527625,T0606533593,1
T0607527625,T0607501631,2
T0607599616,T0607594648,2
T0607599616,T0607595643,2
T0607599616,T0607593644,2
T0607599616,T0607596645,2
T0607599616,T0607591643,2
T0607599616,T0607598644,2
T0607599616,T0707628611,1
T0607552650,T0607522637,2
T0607552650,T0607533616,1
T0607554612,T0606522592,2
T0607554612,T0606522595,2
T0607554612,T0606532574,1
T0607554612,T0606522595,2
T0607554612,T0606523595,2
T0607554612,T0606544595,1
T0607554612,T0606527591,2
T0607554612,T0606532575,1
T0607554612,T0606542592,1
T0607554612,T0606544595,1
T0607554612,T0606524595,2
T0607529632,T0507495646,1
T0607529632,T0607541604,2
T0608585787,T0608559793,2
T0608585787,T0608558793,2
T0608542721,T0608564709,2
T0608542721,T0608563713,2
T0608542721,T0608563713,2
T0608542721,T0608532745,1
T0608542721,T0608568709,2
T0608542721,T0608567710,2
T0608542721,T0608570710,2
T0608570718,T0607572690,2
T0608570718,T0607576687,2
T0608570718,T0607574690,2
T0608570718,T0607573683,2
T0608570718,T0607571683,2
T0608570718,T0608543719,1
T0608570718,T0608545719,1
T0608570718,T0608536719,1
T0608545795,T0608529768,2
T0608545795,T0608531765,2
T0608545795,T0608530769,2
T0608545795,T0608527764,2
T0608545795,T0608526764,2
T0608545795,T0608529767,2
T0608545795,T0608528764,2
T0608545795,T0608529765,2
T0608545795,T0608526769,2
T0608591791,T0609581818,2
T0608591791,T0609581816,2
T0608591791,T0609588817,2
T0608591791,T0609585814,2
T0608591791,T0609588821,2
T0608591791,T0708622784,1
T0608591791,T0708600789,1
T0608582797,T0609570818,1
T0608582797,T0609569820,1
T0608582797,T0708603785,2
T0608582797,T0708604784,2
T0608582797,T0708602783,2
T0608584743,T0608558735,2
T0608584743,T0608556730,2
T0608584743,T0608572712,1
T0608584743,T0608573717,1
T0608549703,T0608570730,2
T0608549703,T0608565728,2
T0608549703,T0608566732,2
T0608549703,T0608573721,1
T0608549703,T0608573733,2
T0608549703,T0608566731,2
T0608586764,T0608563789,2
T0608586764,T0608593757,1
T0608586764,T0608565790,2
T0608586764,T0708621728,1
T0608586764,T0708610739,1
